Number,Date,Location,Infected,Recovered
740,8.4.20,Andhra Pradesh,305,9
741,8.4.20,Andaman and Nicobar Islands,10,0
742,8.4.20,Arunachal Pradesh,1,0
743,8.4.20,Assam,27,0
744,8.4.20,Bihar,38,1
745,8.4.20,Chandigarh,18,7
746,8.4.20,Chhattisgarh,10,9
747,8.4.20,Delhi,576,30
748,8.4.20,Goa,7,0
749,8.4.20,Gujarat,165,38
750,8.4.20,Haryana,147,31
751,8.4.20,Himachal Pradesh,18,3
752,8.4.20,Jammu and Kashmir,116,6
753,8.4.20,Jharkhand,4,0
754,8.4.20,Karnataka,175,29
755,8.4.20,Kerala,336,72
756,8.4.20,Ladakh,14,10
757,8.4.20,Madhya Pradesh,229,13
758,8.4.20,Maharashtra,1018,143
759,8.4.20,Manipur,2,0
760,8.4.20,Mizoram,1,0
761,8.4.20,Odisha,42,3
762,8.4.20,Puducherry,5,1
763,8.4.20,Punjab,91,11
764,8.4.20,Rajasthan,328,24
765,8.4.20,Tamil Nadu,690,26
766,8.4.20,Telengana,427,42
767,8.4.20,Tripura,1,0
768,8.4.20,Uttarakhand,31,5
769,8.4.20,Uttar Pradesh,343,29
770,8.4.20,West Bengal,99,18
771,9.4.20,Andhra Pradesh,348,10
772,9.4.20,Andaman and Nicobar Islands,11,0
773,9.4.20,Arunachal Pradesh,1,0
774,9.4.20,Assam,28,0
775,9.4.20,Bihar,39,1
776,9.4.20,Chandigarh,18,7
777,9.4.20,Chhattisgarh,10,9
778,9.4.20,Delhi,669,30
779,9.4.20,Goa,7,0
780,9.4.20,Gujarat,179,41
781,9.4.20,Haryana,169,32
782,9.4.20,Himachal Pradesh,18,3
783,9.4.20,Jammu and Kashmir,158,8
784,9.4.20,Jharkhand,13,0
785,9.4.20,Karnataka,181,33
786,9.4.20,Kerala,345,85
787,9.4.20,Ladakh,14,10
788,9.4.20,Madhya Pradesh,259,16
789,9.4.20,Maharashtra,1135,189
790,9.4.20,Manipur,2,1
791,9.4.20,Mizoram,1,0
792,9.4.20,Odisha,42,3
793,9.4.20,Puducherry,5,1
794,9.4.20,Punjab,101,12
795,9.4.20,Rajasthan,383,24
796,9.4.20,Tamil Nadu,738,29
797,9.4.20,Telengana,442,42
798,9.4.20,Tripura,1,0
799,9.4.20,Uttarakhand,35,5
800,9.4.20,Uttar Pradesh,410,35
801,9.4.20,West Bengal,103,21
802,10.4.20,Andhra Pradesh,363,13
803,10.4.20,Andaman and Nicobar Islands,11,0
804,10.4.20,Arunachal Pradesh,1,0
805,10.4.20,Assam,29,0
806,10.4.20,Bihar,60,1
807,10.4.20,Chandigarh,18,7
808,10.4.20,Chhattisgarh,10,9
809,10.4.20,Delhi,898,38
810,10.4.20,Goa,7,1
811,10.4.20,Gujarat,241,43
812,10.4.20,Haryana,169,32
813,10.4.20,Himachal Pradesh,28,7
814,10.4.20,Jammu and Kashmir,184,10
815,10.4.20,Jharkhand,13,1
816,10.4.20,Karnataka,197,36
817,10.4.20,Kerala,357,98
818,10.4.20,Ladakh,15,10
819,10.4.20,Madhya Pradesh,259,16
820,10.4.20,Maharashtra,1364,222
821,10.4.20,Manipur,2,1
822,10.4.20,Mizoram,1,0
823,10.4.20,Odisha,44,3
824,10.4.20,Puducherry,5,1
825,10.4.20,Punjab,132,16
826,10.4.20,Rajasthan,463,24
827,10.4.20,Tamil Nadu,834,29
828,10.4.20,Telengana,473,42
829,10.4.20,Tripura,1,0
830,10.4.20,Uttarakhand,35,5
831,10.4.20,Uttar Pradesh,431,36
832,10.4.20,West Bengal,116,21
833,11.4.20,Andhra Pradesh,381,17
834,11.4.20,Andaman and Nicobar Islands,11,0
835,11.4.20,Arunachal Pradesh,1,0
836,11.4.20,Assam,29,1
837,11.4.20,Bihar,60,1
838,11.4.20,Chandigarh,18,7
839,11.4.20,Chhattisgarh,18,9
840,11.4.20,Delhi,903,39
841,11.4.20,Goa,7,1
842,11.4.20,Gujarat,308,50
843,11.4.20,Haryana,177,32
844,11.4.20,Himachal Pradesh,28,7
845,11.4.20,Jammu and Kashmir,207,10
846,11.4.20,Jharkhand,17,1
847,11.4.20,Karnataka,214,43
848,11.4.20,Kerala,364,125
849,11.4.20,Ladakh,15,10
850,11.4.20,Madhya Pradesh,443,33
851,11.4.20,Maharashtra,1574,298
852,11.4.20,Manipur,2,1
853,11.4.20,Mizoram,1,0
854,11.4.20,Odisha,48,3
855,11.4.20,Puducherry,7,1
856,11.4.20,Punjab,132,16
857,11.4.20,Rajasthan,553,24
858,11.4.20,Tamil Nadu,911,52
859,11.4.20,Telengana,504,52
860,11.4.20,Tripura,2,0
861,11.4.20,Uttarakhand,35,5
862,11.4.20,Uttar Pradesh,433,36
863,11.4.20,West Bengal,126,21
864,12.4.20,Andhra Pradesh,381,17
865,12.4.20,Andaman and Nicobar Islands,11,10
866,12.4.20,Arunachal Pradesh,1,0
867,12.4.20,Assam,29,1
868,12.4.20,Bihar,64,20
869,12.4.20,Chandigarh,19,7
870,12.4.20,Chhattisgarh,25,10
871,12.4.20,Delhi,1069,44
872,12.4.20,Goa,7,5
873,12.4.20,Gujarat,432,66
874,12.4.20,Haryana,185,32
875,12.4.20,Himachal Pradesh,32,7
876,12.4.20,Jammu and Kashmir,224,10
877,12.4.20,Jharkhand,17,1
878,12.4.20,Karnataka,226,43
879,12.4.20,Kerala,374,144
880,12.4.20,Ladakh,15,10
881,12.4.20,Madhya Pradesh,564,36
882,12.4.20,Maharashtra,1761,335
883,12.4.20,Manipur,2,1
884,12.4.20,Mizoram,1,0
885,12.4.20,Odisha,54,13
886,12.4.20,Puducherry,7,1
887,12.4.20,Punjab,151,16
888,12.4.20,Rajasthan,700,24
889,12.4.20,Tamil Nadu,969,54
890,12.4.20,Telengana,504,52
891,12.4.20,Tripura,2,0
892,12.4.20,Uttarakhand,35,5
893,12.4.20,Uttar Pradesh,452,50
894,12.4.20,West Bengal,134,24
895,13.4.20,Andhra Pradesh,432,18
896,13.4.20,Andaman and Nicobar Islands,11,10
897,13.4.20,Arunachal Pradesh,1,0
898,13.4.20,Assam,31,1
899,13.4.20,Bihar,64,27
900,13.4.20,Chandigarh,21,7
901,13.4.20,Chhattisgarh,31,10
902,13.4.20,Delhi,1154,51
903,13.4.20,Goa,7,5
904,13.4.20,Gujarat,539,73
905,13.4.20,Haryana,185,32
906,13.4.20,Himachal Pradesh,32,14
907,13.4.20,Jammu and Kashmir,245,10
908,13.4.20,Jharkhand,19,2
909,13.4.20,Karnataka,247,65
910,13.4.20,Kerala,376,182
911,13.4.20,Ladakh,15,10
912,13.4.20,Madhya Pradesh,604,87
913,13.4.20,Maharashtra,1985,366
914,13.4.20,Manipur,2,1
915,13.4.20,Mizoram,1,0
916,13.4.20,Nagaland,1,0
917,13.4.20,Odisha,54,13
918,13.4.20,Puducherry,7,1
919,13.4.20,Punjab,167,25
920,13.4.20,Rajasthan,812,24
921,13.4.20,Tamil Nadu,1075,61
922,13.4.20,Telengana,562,116
923,13.4.20,Tripura,2,0
924,13.4.20,Uttarakhand,35,5
925,13.4.20,Uttar Pradesh,483,52
926,13.4.20,West Bengal,152,36
927,14.4.20,Andhra Pradesh,473,23
928,14.4.20,Andaman and Nicobar Islands,11,10
929,14.4.20,Arunachal Pradesh,1,0
930,14.4.20,Assam,31,1
931,14.4.20,Bihar,66,27
932,14.4.20,Chandigarh,21,7
933,14.4.20,Chhattisgarh,31,10
934,14.4.20,Delhi,1510,58
935,14.4.20,Goa,7,5
936,14.4.20,Gujarat,617,81
937,14.4.20,Haryana,199,37
938,14.4.20,Himachal Pradesh,32,14
939,14.4.20,Jammu and Kashmir,270,20
940,14.4.20,Jharkhand,24,2
941,14.4.20,Karnataka,258,74
942,14.4.20,Kerala,379,201
943,14.4.20,Ladakh,15,10
944,14.4.20,Madhya Pradesh,730,101
945,14.4.20,Maharashtra,2337,389
946,14.4.20,Manipur,2,1
947,14.4.20,Meghalaya,1,0
948,14.4.20,Mizoram,1,0
949,14.4.20,Nagaland,1,0
950,14.4.20,Odisha,55,19
951,14.4.20,Puducherry,7,1
952,14.4.20,Punjab,176,26
953,14.4.20,Rajasthan,879,136
954,14.4.20,Tamil Nadu,1173,69
955,14.4.20,Telengana,624,117
956,14.4.20,Tripura,2,0
957,14.4.20,Uttarakhand,35,7
958,14.4.20,Uttar Pradesh,657,54
959,14.4.20,West Bengal,190,43
960,15.4.20,Andaman and Nicobar Islands,11,10
961,15.4.20,Andhra Pradesh,503,25
962,15.4.20,Arunachal Pradesh,1,0
963,15.4.20,Assam,33,1
964,15.4.20,Bihar,70,30
965,15.4.20,Chandigarh,21,7
966,15.4.20,Chhattisgarh,33,13
967,15.4.20,Delhi,1561,60
968,15.4.20,Goa,7,5
969,15.4.20,Gujarat,695,89
970,15.4.20,Haryana,199,37
971,15.4.20,Himachal Pradesh,33,14
972,15.4.20,Jammu and Kashmir,278,34
973,15.4.20,Jharkhand,27,2
974,15.4.20,Karnataka,277,86
975,15.4.20,Kerala,387,214
976,15.4.20,Ladakh,17,10
977,15.4.20,Madhya Pradesh,987,117
978,15.4.20,Maharashtra,2687,437
979,15.4.20,Manipur,2,1
980,15.4.20,Meghalaya,7,1
981,15.4.20,Mizoram,1,0
982,15.4.20,Nagaland,0,0
983,15.4.20,Odisha,60,19
984,15.4.20,Puducherry,7,1
985,15.4.20,Punjab,186,27
986,15.4.20,Rajasthan,1005,150
987,15.4.20,Tamil Nadu,1204,93
988,15.4.20,Telengana,647,138
989,15.4.20,Tripura,2,0
990,15.4.20,Uttarakhand,37,9
991,15.4.20,Uttar Pradesh,735,62
992,15.4.20,West Bengal,213,44
993,16.4.20,Andaman and Nicobar Islands,11,10
994,16.4.20,Andhra Pradesh,534,34
995,16.4.20,Arunachal Pradesh,1,0
996,16.4.20,Assam,33,6
997,16.4.20,Bihar,74,30
998,16.4.20,Chandigarh,21,7
999,16.4.20,Chhattisgarh,33,17
1000,16.4.20,Delhi,1578,74
1001,16.4.20,Goa,7,5
1002,16.4.20,Gujarat,871,100
1003,16.4.20,Haryana,205,46
1004,16.4.20,Himachal Pradesh,35,17
1005,16.4.20,Jammu and Kashmir,300,40
1006,16.4.20,Jharkhand,28,2
1007,16.4.20,Karnataka,315,95
1008,16.4.20,Kerala,388,221
1009,16.4.20,Ladakh,17,10
1010,16.4.20,Madhya Pradesh,1120,117
1011,16.4.20,Maharashtra,2919,482
1012,16.4.20,Manipur,2,1
1013,16.4.20,Meghalaya,7,1
1014,16.4.20,Mizoram,1,0
1015,16.4.20,Nagaland,0,0
1016,16.4.20,Odisha,60,19
1017,16.4.20,Puducherry,7,1
1018,16.4.20,Punjab,186,40
1019,16.4.20,Rajasthan,1023,150
1020,16.4.20,Tamil Nadu,1242,132
1021,16.4.20,Telengana,698,138
1022,16.4.20,Tripura,2,1
1023,16.4.20,Uttarakhand,37,9
1024,16.4.20,Uttar Pradesh,773,81
1025,16.4.20,West Bengal,231,49
1026,17.4.20,Andaman and Nicobar Islands,11,10
1027,17.4.20,Andhra Pradesh,572,50
1028,17.4.20,Arunachal Pradesh,1,0
1029,17.4.20,Assam,35,6
1030,17.4.20,Bihar,83,38
1031,17.4.20,Chandigarh,21,9
1032,17.4.20,Chhattisgarh,36,23
1033,17.4.20,Delhi,1640,89
1034,17.4.20,Goa,7,6
1035,17.4.20,Gujarat,1021,112
1036,17.4.20,Haryana,205,46
1037,17.4.20,Himachal Pradesh,35,17
1038,17.4.20,Jammu and Kashmir,314,42
1039,17.4.20,Jharkhand,29,2
1040,17.4.20,Karnataka,353,95
1041,17.4.20,Kerala,395,248
1042,17.4.20,Ladakh,18,14
1043,17.4.20,Madhya Pradesh,1308,122
1044,17.4.20,Maharashtra,3205,494
1045,17.4.20,Manipur,2,1
1046,17.4.20,Meghalaya,9,1
1047,17.4.20,Mizoram,1,0
1048,17.4.20,Nagaland,0,0
1049,17.4.20,Odisha,60,20
1050,17.4.20,Puducherry,7,1
1051,17.4.20,Punjab,186,40
1052,17.4.20,Rajasthan,1131,175
1053,17.4.20,Tamil Nadu,1267,195
1054,17.4.20,Telengana,743,204
1055,17.4.20,Tripura,2,1
1056,17.4.20,Uttarakhand,37,9
1057,17.4.20,Uttar Pradesh,846,88
1058,17.4.20,West Bengal,255,61
1059,18.4.20,Andaman and Nicobar Islands,12,11
1060,18.4.20,Andhra Pradesh,603,57
1061,18.4.20,Arunachal Pradesh,1,0
1062,18.4.20,Assam,35,10
1063,18.4.20,Bihar,85,39
1064,18.4.20,Chandigarh,21,9
1065,18.4.20,Chhattisgarh,36,24
1066,18.4.20,Delhi,1707,114
1067,18.4.20,Goa,7,6
1068,18.4.20,Gujarat,1272,136
1069,18.4.20,Haryana,225,46
1070,18.4.20,Himachal Pradesh,38,17
1071,18.4.20,Jammu and Kashmir,328,47
1072,18.4.20,Jharkhand,33,2
1073,18.4.20,Karnataka,371,105
1074,18.4.20,Kerala,396,258
1075,18.4.20,Ladakh,18,14
1076,18.4.20,Madhya Pradesh,1355,138
1077,18.4.20,Maharashtra,3323,532
1078,18.4.20,Manipur,2,1
1079,18.4.20,Meghalaya,11,1
1080,18.4.20,Mizoram,1,0
1081,18.4.20,Nagaland,0,0
1082,18.4.20,Odisha,60,22
1083,18.4.20,Puducherry,7,3
1084,18.4.20,Punjab,202,40
1085,18.4.20,Rajasthan,1229,194
1086,18.4.20,Tamil Nadu,1323,298
1087,18.4.20,Telengana,791,204
1088,18.4.20,Tripura,2,1
1089,18.4.20,Uttarakhand,42,9
1090,18.4.20,Uttar Pradesh,969,100
1091,18.4.20,West Bengal,287,65
1092,19.4.20,Andaman and Nicobar Islands,14,11
1093,19.4.20,Andhra Pradesh,603,57
1094,19.4.20,Arunachal Pradesh,1,0
1095,19.4.20,Assam,35,13
1096,19.4.20,Bihar,86,39
1097,19.4.20,Chandigarh,23,10
1098,19.4.20,Chhattisgarh,36,24
1099,19.4.20,Delhi,1893,115
1100,19.4.20,Goa,7,6
1101,19.4.20,Gujarat,1604,152
1102,19.4.20,Haryana,233,90
1103,19.4.20,Himachal Pradesh,39,17
1104,19.4.20,Jammu and Kashmir,341,56
1105,19.4.20,Jharkhand,35,2
1106,19.4.20,Karnataka,384,118
1107,19.4.20,Kerala,400,260
1108,19.4.20,Ladakh,18,14
1109,19.4.20,Madhya Pradesh,1407,197
1110,19.4.20,Maharashtra,3651,576
1111,19.4.20,Manipur,2,1
1112,19.4.20,Meghalaya,11,1
1113,19.4.20,Mizoram,1,0
1114,19.4.20,Nagaland,0,0
1115,19.4.20,Odisha,61,25
1116,19.4.20,Puducherry,7,3
1117,19.4.20,Punjab,219,47
1118,19.4.20,Rajasthan,1351,194
1119,19.4.20,Tamil Nadu,1372,380
1120,19.4.20,Telengana,844,204
1121,19.4.20,Tripura,2,1
1122,19.4.20,Uttarakhand,42,9
1123,19.4.20,Uttar Pradesh,1084,125
1124,19.4.20,West Bengal,310,74
1125,20.4.20,Andaman and Nicobar Islands,15,11
1126,20.4.20,Andhra Pradesh,722,112
1127,20.4.20,Arunachal Pradesh,1,0
1128,20.4.20,Assam,35,18
1129,20.4.20,Bihar,96,44
1130,20.4.20,Chandigarh,26,13
1131,20.4.20,Chhattisgarh,36,25
1132,20.4.20,Delhi,2003,335
1133,20.4.20,Goa,7,7
1134,20.4.20,Gujarat,1851,173
1135,20.4.20,Haryana,233,90
1136,20.4.20,Himachal Pradesh,39,17
1137,20.4.20,Jammu and Kashmir,350,61
1138,20.4.20,Jharkhand,42,2
1139,20.4.20,Karnataka,395,127
1140,20.4.20,Kerala,402,273
1141,20.4.20,Ladakh,18,14
1142,20.4.20,Madhya Pradesh,1485,201
1143,20.4.20,Maharashtra,4203,730
1144,20.4.20,Manipur,2,2
1145,20.4.20,Meghalaya,11,1
1146,20.4.20,Mizoram,1,0
1147,20.4.20,Nagaland,0,0
1148,20.4.20,Odisha,68,25
1149,20.4.20,Puducherry,7,3
1150,20.4.20,Punjab,219,47
1151,20.4.20,Rajasthan,1478,197
1152,20.4.20,Tamil Nadu,1477,426
1153,20.4.20,Telengana,873,211
1154,20.4.20,Tripura,2,1
1155,20.4.20,Uttarakhand,44,11
1156,20.4.20,Uttar Pradesh,1176,146
1157,20.4.20,West Bengal,339,78
1158,21.4.20,Andaman and Nicobar Islands,16,11
1159,21.4.20,Andhra Pradesh,757,118
1160,21.4.20,Arunachal Pradesh,1,1
1161,21.4.20,Assam,35,20
1162,21.4.20,Bihar,114,44
1163,21.4.20,Chandigarh,26,13
1164,21.4.20,Chhattisgarh,36,25
1165,21.4.20,Delhi,2081,478
1166,21.4.20,Goa,7,7
1167,21.4.20,Gujarat,2066,208
1168,21.4.20,Haryana,254,130
1169,21.4.20,Himachal Pradesh,39,17
1170,21.4.20,Jammu and Kashmir,368,76
1171,21.4.20,Jharkhand,46,2
1172,21.4.20,Karnataka,415,131
1173,21.4.20,Kerala,408,294
1174,21.4.20,Ladakh,18,14
1175,21.4.20,Madhya Pradesh,1540,203
1176,21.4.20,Maharashtra,4669,804
1177,21.4.20,Manipur,2,2
1178,21.4.20,Meghalaya,11,1
1179,21.4.20,Mizoram,1,0
1180,21.4.20,Nagaland,0,0
1181,21.4.20,Odisha,74,25
1182,21.4.20,Puducherry,7,3
1183,21.4.20,Punjab,245,55
1184,21.4.20,Rajasthan,1576,230
1185,21.4.20,Tamil Nadu,1520,474
1186,21.4.20,Telengana,919,213
1187,21.4.20,Tripura,2,1
1188,21.4.20,Uttarakhand,46,18
1189,21.4.20,Uttar Pradesh,1294,160
1190,21.4.20,West Bengal,392,85
1191,22.4.20,Andaman and Nicobar Islands,17,11
1192,22.4.20,Andhra Pradesh,813,144
1193,22.4.20,Arunachal Pradesh,1,1
1194,22.4.20,Assam,35,20
1195,22.4.20,Bihar,126,48
1196,22.4.20,Chandigarh,27,14
1197,22.4.20,Chhattisgarh,36,26
1198,22.4.20,Delhi,2156,658
1199,22.4.20,Goa,7,7
1200,22.4.20,Gujarat,2272,239
1201,22.4.20,Haryana,254,130
1202,22.4.20,Himachal Pradesh,39,17
1203,22.4.20,Jammu and Kashmir,380,86
1204,22.4.20,Jharkhand,45,3
1205,22.4.20,Karnataka,425,146
1206,22.4.20,Kerala,427,326
1207,22.4.20,Ladakh,18,14
1208,22.4.20,Madhya Pradesh,1592,228
1209,22.4.20,Maharashtra,5221,973
1210,22.4.20,Manipur,2,2
1211,22.4.20,Meghalaya,12,1
1212,22.4.20,Mizoram,1,0
1213,22.4.20,Odisha,82,31
1214,22.4.20,Puducherry,7,3
1215,22.4.20,Punjab,251,65
1216,22.4.20,Rajasthan,1801,255
1217,22.4.20,Tamil Nadu,1596,653
1218,22.4.20,Telengana,945,217
1219,22.4.20,Tripura,2,1
1220,22.4.20,Uttarakhand,46,19
1221,22.4.20,Uttar Pradesh,1412,186
1222,22.4.20,West Bengal,423,88
1223,23.4.20,Andaman and Nicobar Islands,18,11
1224,23.4.20,Andhra Pradesh,895,168
1225,23.4.20,Arunachal Pradesh,1,1
1226,23.4.20,Assam,35,20
1227,23.4.20,Bihar,148,48
1228,23.4.20,Chandigarh,27,14
1229,23.4.20,Chhattisgarh,36,28
1230,23.4.20,Delhi,2248,772
1231,23.4.20,Goa,7,7
1232,23.4.20,Gujarat,2407,282
1233,23.4.20,Haryana,262,143
1234,23.4.20,Himachal Pradesh,40,19
1235,23.4.20,Jammu and Kashmir,407,97
1236,23.4.20,Jharkhand,49,11
1237,23.4.20,Karnataka,443,158
1238,23.4.20,Kerala,438,327
1239,23.4.20,Ladakh,18,14
1240,23.4.20,Madhya Pradesh,1695,229
1241,23.4.20,Maharashtra,5652,1058
1242,23.4.20,Manipur,2,2
1243,23.4.20,Meghalaya,12,1
1244,23.4.20,Mizoram,1,0
1245,23.4.20,Odisha,83,33
1246,23.4.20,Puducherry,7,3
1247,23.4.20,Punjab,277,81
1248,23.4.20,Rajasthan,1890,257
1249,23.4.20,Tamil Nadu,1629,680
1250,23.4.20,Telengana,960,221
1251,23.4.20,Tripura,2,1
1252,23.4.20,Uttarakhand,46,23
1253,23.4.20,Uttar Pradesh,1509,208
1254,23.4.20,West Bengal,456,94
1255,24.4.20,Andaman and Nicobar Islands,22,11
1256,24.4.20,Andhra Pradesh,955,174
1257,24.4.20,Arunachal Pradesh,1,1
1258,24.4.20,Assam,36,20
1259,24.4.20,Bihar,176,48
1260,24.4.20,Chandigarh,27,14
1261,24.4.20,Chhattisgarh,36,28
1262,24.4.20,Delhi,2376,858
1263,24.4.20,Goa,7,7
1264,24.4.20,Gujarat,2624,370
1265,24.4.20,Haryana,272,159
1266,24.4.20,Himachal Pradesh,40,19
1267,24.4.20,Jammu and Kashmir,427,97
1268,24.4.20,Jharkhand,55,11
1269,24.4.20,Karnataka,463,168
1270,24.4.20,Kerala,448,327
1271,24.4.20,Ladakh,18,14
1272,24.4.20,Madhya Pradesh,1852,286
1273,24.4.20,Maharashtra,6430,1123
1274,24.4.20,Manipur,2,2
1275,24.4.20,Meghalaya,12,1
1276,24.4.20,Mizoram,1,0
1277,24.4.20,Odisha,90,34
1278,24.4.20,Puducherry,7,3
1279,24.4.20,Punjab,277,81
1280,24.4.20,Rajasthan,1964,257
1281,24.4.20,Tamil Nadu,1683,772
1282,24.4.20,Telengana,984,279
1283,24.4.20,Tripura,2,1
1284,24.4.20,Uttarakhand,47,24
1285,24.4.20,Uttar Pradesh,1604,230
1286,24.4.20,West Bengal,514,118
1287,25.4.20,Andaman and Nicobar Islands,27,11
1288,25.4.20,Andhra Pradesh,1061,202
1289,25.4.20,Arunachal Pradesh,1,1
1290,25.4.20,Assam,36,20
1291,25.4.20,Bihar,228,48
1292,25.4.20,Chandigarh,28,15
1293,25.4.20,Chhattisgarh,36,30
1294,25.4.20,Delhi,2514,910
1295,25.4.20,Goa,7,7
1296,25.4.20,Gujarat,2815,392
1297,25.4.20,Haryana,272,159
1298,25.4.20,Himachal Pradesh,40,19
1299,25.4.20,Jammu and Kashmir,454,114
1300,25.4.20,Jharkhand,59,12
1301,25.4.20,Karnataka,489,171
1302,25.4.20,Kerala,451,335
1303,25.4.20,Ladakh,20,14
1304,25.4.20,Madhya Pradesh,1952,302
1305,25.4.20,Maharashtra,6817,1258
1306,25.4.20,Manipur,2,2
1307,25.4.20,Meghalaya,12,1
1308,25.4.20,Mizoram,1,0
1309,25.4.20,Odisha,94,34
1310,25.4.20,Puducherry,7,3
1311,25.4.20,Punjab,298,84
1312,25.4.20,Rajasthan,2034,257
1313,25.4.20,Tamil Nadu,1755,888
1314,25.4.20,Telengana,984,279
1315,25.4.20,Tripura,2,1
1316,25.4.20,Uttarakhand,48,25
1317,25.4.20,Uttar Pradesh,1778,274
1318,25.4.20,West Bengal,571,121
1319,26.4.20,Andaman and Nicobar Islands,33,11
1320,26.4.20,Andhra Pradesh,1097,262
1321,26.4.20,Arunachal Pradesh,1,1
1322,26.4.20,Assam,36,20
1323,26.4.20,Bihar,251,48
1324,26.4.20,Chandigarh,30,17
1325,26.4.20,Chhattisgarh,37,32
1326,26.4.20,Delhi,2625,923
1327,26.4.20,Goa,7,7
1328,26.4.20,Gujarat,3071,415
1329,26.4.20,Haryana,289,179
1330,26.4.20,Himachal Pradesh,40,23
1331,26.4.20,Jammu and Kashmir,494,118
1332,26.4.20,Jharkhand,67,16
1333,26.4.20,Karnataka,501,195
1334,26.4.20,Kerala,458,342
1335,26.4.20,Ladakh,20,14
1336,26.4.20,Madhya Pradesh,2096,309
1337,26.4.20,Maharashtra,7628,1399
1338,26.4.20,Manipur,2,2
1339,26.4.20,Meghalaya,12,1
1340,26.4.20,Mizoram,1,0
1341,26.4.20,Odisha,103,35
1342,26.4.20,Puducherry,7,3
1343,26.4.20,Punjab,298,84
1344,26.4.20,Rajasthan,2083,526
1345,26.4.20,Tamil Nadu,1821,983
1346,26.4.20,Telengana,991,306
1347,26.4.20,Tripura,2,2
1348,26.4.20,Uttarakhand,50,26
1349,26.4.20,Uttar Pradesh,1843,318
1350,26.4.20,West Bengal,611,123
1351,27.4.20,Andaman and Nicobar Islands,33,11
1352,27.4.20,Andhra Pradesh,1177,266
1353,27.4.20,Arunachal Pradesh,1,1
1354,27.4.20,Assam,36,28
1355,27.4.20,Bihar,277,58
1356,27.4.20,Chandigarh,30,17
1357,27.4.20,Chhattisgarh,37,32
1358,27.4.20,Delhi,2918,931
1359,27.4.20,Goa,7,7
1360,27.4.20,Gujarat,3301,464
1361,27.4.20,Haryana,289,179
1362,27.4.20,Himachal Pradesh,40,23
1363,27.4.20,Jammu and Kashmir,523,143
1364,27.4.20,Jharkhand,82,16
1365,27.4.20,Karnataka,511,208
1366,27.4.20,Kerala,469,346
1367,27.4.20,Ladakh,20,14
1368,27.4.20,Madhya Pradesh,2168,408
1369,27.4.20,Maharashtra,8068,1530
1370,27.4.20,Manipur,2,2
1371,27.4.20,Meghalaya,12,1
1372,27.4.20,Mizoram,1,0
1373,27.4.20,Odisha,108,36
1374,27.4.20,Puducherry,8,3
1375,27.4.20,Punjab,313,89
1376,27.4.20,Rajasthan,2185,559
1377,27.4.20,Tamil Nadu,1885,1044
1378,27.4.20,Telengana,1002,306
1379,27.4.20,Tripura,2,2
1380,27.4.20,Uttarakhand,51,33
1381,27.4.20,Uttar Pradesh,1955,366
1382,27.4.20,West Bengal,649,125
1383,28.4.20,Andaman and Nicobar Islands,33,11
1384,28.4.20,Andhra Pradesh,1259,289
1385,28.4.20,Arunachal Pradesh,1,1
1386,28.4.20,Assam,38,28
1387,28.4.20,Bihar,346,59
1388,28.4.20,Chandigarh,40,17
1389,28.4.20,Chhattisgarh,37,32
1390,28.4.20,Delhi,3108,931
1391,28.4.20,Goa,7,7
1392,28.4.20,Gujarat,3548,556
1393,28.4.20,Haryana,296,186
1394,28.4.20,Himachal Pradesh,40,23
1395,28.4.20,Jammu and Kashmir,546,171
1396,28.4.20,Jharkhand,103,20
1397,28.4.20,Karnataka,520,218
1398,28.4.20,Kerala,482,359
1399,28.4.20,Ladakh,22,16
1400,28.4.20,Madhya Pradesh,2368,474
1401,28.4.20,Maharashtra,8590,1651
1402,28.4.20,Manipur,2,2
1403,28.4.20,Meghalaya,12,1
1404,28.4.20,Mizoram,1,0
1405,28.4.20,Odisha,118,38
1406,28.4.20,Puducherry,8,3
1407,28.4.20,Punjab,313,89
1408,28.4.20,Rajasthan,2262,715
1409,28.4.20,Tamil Nadu,1937,1125
1410,28.4.20,Telengana,1004,347
1411,28.4.20,Tripura,2,2
1412,28.4.20,Uttarakhand,51,33
1413,28.4.20,Uttar Pradesh,2043,431
1414,28.4.20,West Bengal,697,129
1415,29.4.20,Andaman and Nicobar Islands,33,15
1416,29.4.20,Andhra Pradesh,1332,318
1417,29.4.20,Arunachal Pradesh,1,1
1418,29.4.20,Assam,38,28
1419,29.4.20,Bihar,383,66
1420,29.4.20,Chandigarh,56,17
1421,29.4.20,Chhattisgarh,38,34
1422,29.4.20,Delhi,3314,1132
1423,29.4.20,Goa,7,7
1424,29.4.20,Gujarat,3774,615
1425,29.4.20,Haryana,310,212
1426,29.4.20,Himachal Pradesh,40,26
1427,29.4.20,Jammu and Kashmir,565,184
1428,29.4.20,Jharkhand,105,22
1429,29.4.20,Karnataka,532,235
1430,29.4.20,Kerala,486,363
1431,29.4.20,Ladakh,22,16
1432,29.4.20,Madhya Pradesh,2561,496
1433,29.4.20,Maharashtra,9318,1788
1434,29.4.20,Manipur,2,2
1435,29.4.20,Meghalaya,12,1
1436,29.4.20,Mizoram,1,0
1437,29.4.20,Odisha,119,39
1438,29.4.20,Puducherry,8,3
1439,29.4.20,Punjab,322,90
1440,29.4.20,Rajasthan,2364,819
1441,29.4.20,Tamil Nadu,2058,1193
1442,29.4.20,Telengana,1012,393
1443,29.4.20,Tripura,2,2
