Number,Date,Location,Infected,Recovered
7369,16.10.20,Arunachal Pradesh,12971,9919
7370,16.10.20,Assam,198982,170178
7371,16.10.20,Bihar,201196,190158
7372,16.10.20,Chandigarh,13477,12433
7373,16.10.20,Chhattisgarh,153515,125328
7374,16.10.20,Dadra and Nagar Haveli and Daman and Diu,3172,3101
7375,16.10.20,Delhi,321031,298426
7376,16.10.20,Goa,39770,35686
7377,16.10.20,Gujarat,156121,141339
7378,16.10.20,Haryana,146706,136342
7379,16.10.20,Himachal Pradesh,18303,15649
7380,16.10.20,Jammu and Kashmir,86057,76999
7381,16.10.20,Jharkhand,94952,88060
7382,16.10.20,Karnataka,743848,630291
7383,16.10.20,Kerala,317929,223320
7384,16.10.20,Ladakh,5393,4375
7385,16.10.20,Madhya Pradesh,156584,142427
7386,16.10.20,Maharashtra,1564615,1371679
7387,16.10.20,Manipur,14378,11185
7388,16.10.20,Meghalaya,8164,5719
7389,16.10.20,Mizoram,2229,2121
7390,16.10.20,Nagaland,7492,6039
7391,16.10.20,Odisha,262011,239624
7392,16.10.20,Puducherry,32486,27935
7393,16.10.20,Punjab,126230,119140
7394,16.10.20,Rajasthan,167279,145692
7395,16.10.20,Sikkim,3500,3188
7396,16.10.20,Tamil Nadu,674802,632930
7397,16.10.20,Telengana,219224,195909
7398,16.10.20,Tripura,29193,26088
7399,16.10.20,Uttarakhand,56493,50811
7400,16.10.20,Uttar Pradesh,447383,411088
7401,16.10.20,West Bengal,309417,277433
7402,17.10.20,Andaman and Nicobar Islands,4072,3887
7403,17.10.20,Andhra Pradesh,775470,736491
7404,17.10.20,Arunachal Pradesh,13169,10101
7405,17.10.20,Assam,199749,171118
7406,17.10.20,Bihar,202290,191406
7407,17.10.20,Chandigarh,13532,12558
7408,17.10.20,Chhattisgarh,155987,128294
7409,17.10.20,Dadra and Nagar Haveli and Daman and Diu,3177,3111
7410,17.10.20,Delhi,324459,301645
7411,17.10.20,Goa,40091,36141
7412,17.10.20,Gujarat,157312,142629
7413,17.10.20,Haryana,147933,137492
7414,17.10.20,Himachal Pradesh,18522,15880
7415,17.10.20,Jammu and Kashmir,86754,77845
7416,17.10.20,Jharkhand,95425,88882
7417,17.10.20,Karnataka,751390,638944
7418,17.10.20,Kerala,325212,230111
7419,17.10.20,Ladakh,5441,4526
7420,17.10.20,Madhya Pradesh,157936,144008
7421,17.10.20,Maharashtra,1576062,1385870
7422,17.10.20,Manipur,14715,11354
7423,17.10.20,Meghalaya,8303,5810
7424,17.10.20,Mizoram,2245,2133
7425,17.10.20,Nagaland,7604,6133
7426,17.10.20,Odisha,264149,242489
7427,17.10.20,Puducherry,32766,28242
7428,17.10.20,Punjab,126737,120145
7429,17.10.20,Rajasthan,169289,147908
7430,17.10.20,Sikkim,3531,3236
7431,17.10.20,Tamil Nadu,679191,638232
7432,17.10.20,Telengana,220675,197901
7433,17.10.20,Tripura,29327,26361
7434,17.10.20,Uttarakhand,57042,51350
7435,17.10.20,Uttar Pradesh,449935,414672
7436,17.10.20,West Bengal,313188,280688
7437,18.10.20,Andaman and Nicobar Islands,4083,3904
7438,18.10.20,Andhra Pradesh,779146,742044
7439,18.10.20,Arunachal Pradesh,13348,10345
7440,18.10.20,Assam,200391,171949
7441,18.10.20,Bihar,203457,192609
7442,18.10.20,Chandigarh,13582,12667
7443,18.10.20,Chhattisgarh,158502,131322
7444,18.10.20,Dadra and Nagar Haveli and Daman and Diu,3180,3121
7445,18.10.20,Delhi,327718,304834
7446,18.10.20,Goa,40400,36573
7447,18.10.20,Gujarat,158473,143908
7448,18.10.20,Haryana,149081,138816
7449,18.10.20,Himachal Pradesh,18797,16117
7450,18.10.20,Jammu and Kashmir,87364,78660
7451,18.10.20,Jharkhand,95967,89391
7452,18.10.20,Karnataka,758574,647908
7453,18.10.20,Kerala,334228,238128
7454,18.10.20,Ladakh,5534,4601
7455,18.10.20,Madhya Pradesh,159158,145460
7456,18.10.20,Maharashtra,1586321,1400571
7457,18.10.20,Manipur,15141,11554
7458,18.10.20,Meghalaya,8404,6109
7459,18.10.20,Mizoram,2253,2145
7460,18.10.20,Nagaland,7698,6168
7461,18.10.20,Odisha,266345,245348
7462,18.10.20,Puducherry,32978,28558
7463,18.10.20,Punjab,127154,120924
7464,18.10.20,Rajasthan,171281,150026
7465,18.10.20,Sikkim,3567,3292
7466,18.10.20,Tamil Nadu,683486,643294
7467,18.10.20,Telengana,222111,200061
7468,18.10.20,Tripura,29468,26551
7469,18.10.20,Uttarakhand,57648,52110
7470,18.10.20,Uttar Pradesh,452660,418240
7471,18.10.20,West Bengal,317053,283932
7472,19.10.20,Andaman and Nicobar Islands,4108,3924
7473,19.10.20,Andhra Pradesh,783132,746658
7474,19.10.20,Arunachal Pradesh,13406,10582
7475,19.10.20,Assam,200709,172551
7476,19.10.20,Bihar,204363,193779
7477,19.10.20,Chandigarh,13646,12762
7478,19.10.20,Chhattisgarh,160396,133646
7479,19.10.20,Dadra and Nagar Haveli and Daman and Diu,3183,3129
7480,19.10.20,Delhi,331017,307725
7481,19.10.20,Goa,40587,36939
7482,19.10.20,Gujarat,159564,145150
7483,19.10.20,Haryana,150033,139991
7484,19.10.20,Himachal Pradesh,18967,16337
7485,19.10.20,Jammu and Kashmir,87942,79265
7486,19.10.20,Jharkhand,96352,89850
7487,19.10.20,Karnataka,765586,656303
7488,19.10.20,Kerala,341859,246560
7489,19.10.20,Ladakh,5598,4681
7490,19.10.20,Madhya Pradesh,160188,146907
7491,19.10.20,Maharashtra,1595381,1411925
7492,19.10.20,Manipur,15463,11857
7493,19.10.20,Meghalaya,8508,6357
7494,19.10.20,Mizoram,2253,2148
7495,19.10.20,Nagaland,7816,6233
7496,19.10.20,Odisha,268364,247972
7497,19.10.20,Puducherry,33141,28864
7498,19.10.20,Punjab,127630,121895
7499,19.10.20,Rajasthan,173266,152127
7500,19.10.20,Sikkim,3597,3325
7501,19.10.20,Tamil Nadu,687400,648279
7502,19.10.20,Telengana,223059,201961
7503,19.10.20,Tripura,29553,26881
7504,19.10.20,Uttarakhand,58024,52296
7505,19.10.20,Uttar Pradesh,455146,422250
7506,19.10.20,West Bengal,321036,287109
7507,20.10.20,Andaman and Nicobar Islands,4126,3948
7508,20.10.20,Andhra Pradesh,786050,750985
7509,20.10.20,Arunachal Pradesh,13643,10810
7510,20.10.20,Assam,201407,174088
7511,20.10.20,Bihar,205945,195008
7512,20.10.20,Chandigarh,13686,12825
7513,20.10.20,Chhattisgarh,162772,136793
7514,20.10.20,Dadra and Nagar Haveli and Daman and Diu,3185,3142
7515,20.10.20,Delhi,333171,310601
7516,20.10.20,Goa,40746,37463
7517,20.10.20,Gujarat,160560,146305
7518,20.10.20,Haryana,151234,141159
7519,20.10.20,Himachal Pradesh,19135,16542
7520,20.10.20,Jammu and Kashmir,88369,80055
7521,20.10.20,Jharkhand,96842,90622
7522,20.10.20,Karnataka,770604,664371
7523,20.10.20,Kerala,346881,254050
7524,20.10.20,Ladakh,5647,4767
7525,20.10.20,Madhya Pradesh,161203,148207
7526,20.10.20,Maharashtra,1601365,1427119
7527,20.10.20,Manipur,15778,12030
7528,20.10.20,Meghalaya,8536,6467
7529,20.10.20,Mizoram,2280,2151
7530,20.10.20,Nagaland,7953,6300
7531,20.10.20,Odisha,270346,250727
7532,20.10.20,Puducherry,33247,29095
7533,20.10.20,Punjab,128103,122796
7534,20.10.20,Rajasthan,175226,154333
7535,20.10.20,Sikkim,3601,3338
7536,20.10.20,Tamil Nadu,690936,652843
7537,20.10.20,Telengana,224545,203859
7538,20.10.20,Tripura,29688,27079
7539,20.10.20,Uttarakhand,58360,52833
7540,20.10.20,Uttar Pradesh,456865,425370
7541,20.10.20,West Bengal,325028,290444
7542,21.10.20,Andaman and Nicobar Islands,4141,3958
7543,21.10.20,Andhra Pradesh,789553,756157
7544,21.10.20,Arunachal Pradesh,13778,11066
7545,21.10.20,Assam,202073,175298
7546,21.10.20,Bihar,207405,196057
7547,21.10.20,Chandigarh,13743,12933
7548,21.10.20,Chhattisgarh,165279,139570
7549,21.10.20,Dadra and Nagar Haveli and Daman and Diu,3194,3155
7550,21.10.20,Delhi,336750,312828
7551,21.10.20,Goa,41031,37830
7552,21.10.20,Gujarat,161686,147441
7553,21.10.20,Haryana,152174,142096
7554,21.10.20,Himachal Pradesh,19357,16761
7555,21.10.20,Jammu and Kashmir,88958,80834
7556,21.10.20,Jharkhand,97414,91234
7557,21.10.20,Karnataka,776901,672937
7558,21.10.20,Kerala,353472,261449
7559,21.10.20,Ladakh,5695,4854
7560,21.10.20,Madhya Pradesh,162178,149671
7561,21.10.20,Maharashtra,1609516,1434761
7562,21.10.20,Manipur,16062,12180
7563,21.10.20,Meghalaya,8593,6573
7564,21.10.20,Mizoram,2310,2165
7565,21.10.20,Nagaland,8020,6362
7566,21.10.20,Odisha,272250,253365
7567,21.10.20,Puducherry,33452,29351
7568,21.10.20,Punjab,128590,123695
7569,21.10.20,Rajasthan,177123,156869
7570,21.10.20,Sikkim,3643,3389
7571,21.10.20,Tamil Nadu,694030,657296
7572,21.10.20,Telengana,226124,205675
7573,21.10.20,Tripura,29800,27345
7574,21.10.20,Uttarakhand,58601,53237
7575,21.10.20,Uttar Pradesh,459154,428738
7576,21.10.20,West Bengal,329057,293887
7577,22.10.20,Andaman and Nicobar Islands,4168,3969
7578,22.10.20,Andhra Pradesh,793299,760923
7579,22.10.20,Arunachal Pradesh,13912,11230
7580,22.10.20,Assam,202774,176967
7581,22.10.20,Bihar,208377,197259
7582,22.10.20,Chandigarh,13795,13051
7583,22.10.20,Chhattisgarh,167639,141844
7584,22.10.20,Dadra and Nagar Haveli and Daman and Diu,3207,3163
7585,22.10.20,Delhi,340436,316319
7586,22.10.20,Goa,41339,38240
7587,22.10.20,Gujarat,162823,148630
7588,22.10.20,Haryana,153367,143180
7589,22.10.20,Himachal Pradesh,19621,16985
7590,22.10.20,Jammu and Kashmir,89582,81494
7591,22.10.20,Jharkhand,98061,91855
7592,22.10.20,Karnataka,782773,682314
7593,22.10.20,Kerala,361841,268314
7594,22.10.20,Ladakh,5781,4933
7595,22.10.20,Madhya Pradesh,163296,150910
7596,22.10.20,Maharashtra,1617658,1458312
7597,22.10.20,Manipur,16267,12421
7598,22.10.20,Meghalaya,8621,6751
7599,22.10.20,Mizoram,2341,2174
7600,22.10.20,Nagaland,8139,6456
7601,22.10.20,Odisha,274181,256094
7602,22.10.20,Puducherry,33622,29596
7603,22.10.20,Punjab,129088,124280
7604,22.10.20,Rajasthan,178933,159748
7605,22.10.20,Sikkim,3677,3424
7606,22.10.20,Tamil Nadu,697116,661636
7607,22.10.20,Telengana,227580,207397
7608,22.10.20,Tripura,29925,27586
7609,22.10.20,Uttarakhand,59106,54021
7610,22.10.20,Uttar Pradesh,461475,432111
7611,22.10.20,West Bengal,333126,297547
7612,23.10.20,Andaman and Nicobar Islands,4184,3994
7613,23.10.20,Andhra Pradesh,796919,764662
7614,23.10.20,Arunachal Pradesh,14077,11439
7615,23.10.20,Assam,203282,178558
7616,23.10.20,Bihar,209447,198234
7617,23.10.20,Chandigarh,13848,13136
7618,23.10.20,Chhattisgarh,170130,144892
7619,23.10.20,Dadra and Nagar Haveli and Daman and Diu,3213,3166
7620,23.10.20,Delhi,344318,319081
7621,23.10.20,Goa,41586,38595
7622,23.10.20,Gujarat,163959,149838
7623,23.10.20,Haryana,154495,144486
7624,23.10.20,Himachal Pradesh,19844,17221
7625,23.10.20,Jammu and Kashmir,90166,82214
7626,23.10.20,Jharkhand,98610,92488
7627,23.10.20,Karnataka,788551,695605
7628,23.10.20,Kerala,369323,275930
7629,23.10.20,Ladakh,5812,4970
7630,23.10.20,Madhya Pradesh,164341,152195
7631,23.10.20,Maharashtra,1625197,1474687
7632,23.10.20,Manipur,16621,12520
7633,23.10.20,Meghalaya,8720,7059
7634,23.10.20,Mizoram,2359,2175
7635,23.10.20,Nagaland,8296,6497
7636,23.10.20,Odisha,276094,258237
7637,23.10.20,Puducherry,33832,29793
7638,23.10.20,Punjab,129693,125227
7639,23.10.20,Rajasthan,180755,162414
7640,23.10.20,Sikkim,3727,3473
7641,23.10.20,Tamil Nadu,700193,665995
7642,23.10.20,Telengana,229001,208624
7643,23.10.20,Tripura,30070,27841
7644,23.10.20,Uttarakhand,59508,54611
7645,23.10.20,Uttar Pradesh,463858,434727
7646,23.10.20,West Bengal,337283,301219
7647,24.10.20,Andaman and Nicobar Islands,4207,4003
7648,24.10.20,Andhra Pradesh,800684,768963
7649,24.10.20,Arunachal Pradesh,14145,11646
7650,24.10.20,Assam,203709,180746
7651,24.10.20,Bihar,210196,199566
7652,24.10.20,Chandigarh,13920,13223
7653,24.10.20,Chhattisgarh,172580,147960
7654,24.10.20,Dadra and Nagar Haveli and Daman and Diu,3220,3169
7655,24.10.20,Delhi,348404,322403
7656,24.10.20,Goa,41813,38989
7657,24.10.20,Gujarat,165071,151108
7658,24.10.20,Haryana,155765,145683
7659,24.10.20,Himachal Pradesh,20040,17420
7660,24.10.20,Jammu and Kashmir,90752,82910
7661,24.10.20,Jharkhand,99045,92990
7662,24.10.20,Karnataka,793907,704405
7663,24.10.20,Kerala,377834,282074
7664,24.10.20,Ladakh,5840,5052
7665,24.10.20,Madhya Pradesh,165294,153533
7666,24.10.20,Maharashtra,1632544,1488118
7667,24.10.20,Manipur,16777,12694
7668,24.10.20,Meghalaya,8801,7170
7669,24.10.20,Mizoram,2387,2189
7670,24.10.20,Nagaland,8436,6598
7671,24.10.20,Odisha,277887,260632
7672,24.10.20,Puducherry,33986,30011
7673,24.10.20,Punjab,130157,125830
7674,24.10.20,Rajasthan,182570,164795
7675,24.10.20,Sikkim,3770,3528
7676,24.10.20,Tamil Nadu,703250,670290
7677,24.10.20,Telengana,230274,210337
7678,24.10.20,Tripura,30135,28080
7679,24.10.20,Uttarakhand,59796,55140
7680,24.10.20,Uttar Pradesh,466060,437792
7681,24.10.20,West Bengal,341426,304955
7682,25.10.20,Andaman and Nicobar Islands,4225,4026
7683,25.10.20,Andhra Pradesh,804026,772557
7684,25.10.20,Arunachal Pradesh,14211,11814
7685,25.10.20,Assam,203967,183696
7686,25.10.20,Bihar,211258,200799
7687,25.10.20,Chandigarh,13977,13303
7688,25.10.20,Chhattisgarh,174591,150692
7689,25.10.20,Dadra and Nagar Haveli and Daman and Diu,3225,3175
7690,25.10.20,Delhi,352520,326053
7691,25.10.20,Goa,42031,39339
7692,25.10.20,Gujarat,166092,152127
7693,25.10.20,Haryana,157064,146916
7694,25.10.20,Himachal Pradesh,20213,17608
7695,25.10.20,Jammu and Kashmir,91329,83649
7696,25.10.20,Jharkhand,99428,93462
7697,25.10.20,Karnataka,798378,711610
7698,25.10.20,Kerala,386087,288567
7699,25.10.20,Ladakh,5913,5123
7700,25.10.20,Madhya Pradesh,166298,154821
7701,25.10.20,Maharashtra,1638961,1498259
7702,25.10.20,Manipur,17022,12857
7703,25.10.20,Meghalaya,8882,7308
7704,25.10.20,Mizoram,2447,2198
7705,25.10.20,Nagaland,8515,6698
7706,25.10.20,Odisha,279582,263260
7707,25.10.20,Puducherry,34112,30200
7708,25.10.20,Punjab,130640,126363
7709,25.10.20,Rajasthan,184422,167322
7710,25.10.20,Sikkim,3819,3553
7711,25.10.20,Tamil Nadu,706136,674349
7712,25.10.20,Telengana,231252,211787
7713,25.10.20,Tripura,30221,28229
7714,25.10.20,Uttarakhand,60155,55613
7715,25.10.20,Uttar Pradesh,468238,440557
7716,25.10.20,West Bengal,345574,308767
7717,26.10.20,Andaman and Nicobar Islands,4245,4041
7718,26.10.20,Andhra Pradesh,807023,776163
7719,26.10.20,Arunachal Pradesh,14244,11984
7720,26.10.20,Assam,204171,186661
7721,26.10.20,Bihar,211689,201967
7722,26.10.20,Chandigarh,14038,13385
7723,26.10.20,Chhattisgarh,175959,152216
7724,26.10.20,Dadra and Nagar Haveli and Daman and Diu,3228,3177
7725,26.10.20,Delhi,356656,329912
7726,26.10.20,Goa,42242,39666
7727,26.10.20,Gujarat,167011,153097
7728,26.10.20,Haryana,158304,148009
7729,26.10.20,Himachal Pradesh,20370,17881
7730,26.10.20,Jammu and Kashmir,91861,84296
7731,26.10.20,Jharkhand,99686,93842
7732,26.10.20,Karnataka,802817,721748
7733,26.10.20,Kerala,392930,296242
7734,26.10.20,Ladakh,5933,5197
7735,26.10.20,Madhya Pradesh,167249,156012
7736,26.10.20,Maharashtra,1645020,1504019
7737,26.10.20,Manipur,17162,12996
7738,26.10.20,Meghalaya,9018,7413
7739,26.10.20,Mizoram,2493,2203
7740,26.10.20,Nagaland,8626,6755
7741,26.10.20,Odisha,281215,265347
7742,26.10.20,Puducherry,34193,30389
7743,26.10.20,Punjab,131055,126838
7744,26.10.20,Rajasthan,186243,169575
7745,26.10.20,Sikkim,3835,3589
7746,26.10.20,Tamil Nadu,709005,678399
7747,26.10.20,Telengana,231834,213223
7748,26.10.20,Tripura,30257,28412
7749,26.10.20,Uttarakhand,60376,55951
7750,26.10.20,Uttar Pradesh,470270,442953
7751,26.10.20,West Bengal,349701,312684
7752,27.10.20,Andaman and Nicobar Islands,4253,4055
7753,27.10.20,Andhra Pradesh,808924,780154
7754,27.10.20,Arunachal Pradesh,14391,12217
7755,27.10.20,Assam,204386,189495
7756,27.10.20,Bihar,212355,203000
7757,27.10.20,Chandigarh,14085,13452
7758,27.10.20,Chhattisgarh,177608,155515
7759,27.10.20,Dadra and Nagar Haveli and Daman and Diu,3228,3178
7760,27.10.20,Delhi,359488,333702
7761,27.10.20,Goa,42532,40015
7762,27.10.20,Gujarat,167919,154203
7763,27.10.20,Haryana,159457,149303
7764,27.10.20,Himachal Pradesh,20586,18075
7765,27.10.20,Jammu and Kashmir,92225,84929
7766,27.10.20,Jharkhand,99906,94240
7767,27.10.20,Karnataka,805947,730505
7768,27.10.20,Kerala,397217,303369
7769,27.10.20,Ladakh,5978,5287
7770,27.10.20,Madhya Pradesh,167969,157112
7771,27.10.20,Maharashtra,1648665,1514008
7772,27.10.20,Manipur,17424,13201
7773,27.10.20,Meghalaya,9066,7552
7774,27.10.20,Mizoram,2527,2212
7775,27.10.20,Nagaland,8663,6825
7776,27.10.20,Odisha,282695,267364
7777,27.10.20,Puducherry,34336,30578
7778,27.10.20,Punjab,131391,127172
7779,27.10.20,Rajasthan,188048,171815
7780,27.10.20,Sikkim,3840,3595
7781,27.10.20,Tamil Nadu,711713,682445
7782,27.10.20,Telengana,232671,214781
7783,27.10.20,Tripura,30293,28497
7784,27.10.20,Uttarakhand,60744,56664
7785,27.10.20,Uttar Pradesh,472077,445425
7786,27.10.20,West Bengal,353822,316632
7787,28.10.20,Andaman and Nicobar Islands,4274,4077
7788,28.10.20,Andhra Pradesh,811825,784525
7789,28.10.20,Arunachal Pradesh,14472,12333
7790,28.10.20,Assam,204789,191944
7791,28.10.20,Bihar,213085,204239
7792,28.10.20,Chandigarh,14152,13502
7793,28.10.20,Chhattisgarh,179654,157961
7794,28.10.20,Dadra and Nagar Haveli and Daman and Diu,3231,3183
7795,28.10.20,Delhi,364341,336468
7796,28.10.20,Goa,42747,40363
7797,28.10.20,Gujarat,168911,155446
7798,28.10.20,Haryana,160705,150253
7799,28.10.20,Himachal Pradesh,20817,18296
7800,28.10.20,Jammu and Kashmir,92677,85687
7801,28.10.20,Jharkhand,100224,94750
7802,28.10.20,Karnataka,809638,738289
7803,28.10.20,Kerala,402674,310408
7804,28.10.20,Ladakh,6024,5335
7805,28.10.20,Madhya Pradesh,168483,158130
7806,28.10.20,Maharashtra,1654028,1521959
7807,28.10.20,Manipur,17604,13358
7808,28.10.20,Meghalaya,9136,7725
7809,28.10.20,Mizoram,2607,2233
7810,28.10.20,Nagaland,8726,6861
7811,28.10.20,Odisha,283942,269387
7812,28.10.20,Puducherry,34482,30741
7813,28.10.20,Punjab,131737,127648
7814,28.10.20,Rajasthan,189844,173895
7815,28.10.20,Sikkim,3863,3601
7816,28.10.20,Tamil Nadu,714235,686501
7817,28.10.20,Telengana,234152,216236
7818,28.10.20,Tripura,30453,28699
7819,28.10.20,Uttarakhand,60957,57092
7820,28.10.20,Uttar Pradesh,474054,447787
7821,28.10.20,West Bengal,357779,320607
7822,29.10.20,Andaman and Nicobar Islands,4289,4097
7823,29.10.20,Andhra Pradesh,814774,788152
7824,29.10.20,Arunachal Pradesh,14580,12516
7825,29.10.20,Assam,205237,193434
7826,29.10.20,Bihar,213576,205247
7827,29.10.20,Chandigarh,14212,13583
7828,29.10.20,Chhattisgarh,181583,159416
7829,29.10.20,Dadra and Nagar Haveli and Daman and Diu,3237,3186
7830,29.10.20,Delhi,370014,340636
7831,29.10.20,Goa,42968,40566
7832,29.10.20,Gujarat,169891,156559
7833,29.10.20,Haryana,162223,151209
7834,29.10.20,Himachal Pradesh,21149,18503
7835,29.10.20,Jammu and Kashmir,93213,86237
7836,29.10.20,Jharkhand,100569,95206
7837,29.10.20,Karnataka,812784,744604
7838,29.10.20,Kerala,411464,318095
7839,29.10.20,Ladakh,6085,5443
7840,29.10.20,Madhya Pradesh,169271,159177
7841,29.10.20,Maharashtra,1660766,1530480
7842,29.10.20,Manipur,17809,13576
7843,29.10.20,Meghalaya,9226,7862
7844,29.10.20,Mizoram,2656,2239
7845,29.10.20,Nagaland,8824,6979
7846,29.10.20,Odisha,285482,271414
7847,29.10.20,Puducherry,34583,30897
7848,29.10.20,Punjab,132263,128024
7849,29.10.20,Rajasthan,191629,175921
7850,29.10.20,Sikkim,3875,3612
7851,29.10.20,Tamil Nadu,716751,690395
7852,29.10.20,Telengana,235656,217677
7853,29.10.20,Tripura,30566,28870
7854,29.10.20,Uttarakhand,61261,57565
7855,29.10.20,Uttar Pradesh,476034,450547
7856,29.10.20,West Bengal,361703,324592
7857,30.10.20,Andaman and Nicobar Islands,4305,4113
7858,30.10.20,Andhra Pradesh,817679,791411
7859,30.10.20,Arunachal Pradesh,14668,12660
7860,30.10.20,Assam,205635,194497
7861,30.10.20,Bihar,214242,206184
7862,30.10.20,Chandigarh,14292,13627
7863,30.10.20,Chhattisgarh,183588,161257
7864,30.10.20,Dadra and Nagar Haveli and Daman and Diu,3243,3194
7865,30.10.20,Delhi,375753,344801
7866,30.10.20,Goa,43201,40765
7867,30.10.20,Gujarat,170878,157646
7868,30.10.20,Haryana,163817,152426
7869,30.10.20,Himachal Pradesh,21476,18708
7870,30.10.20,Jammu and Kashmir,93764,86836
7871,30.10.20,Jharkhand,100964,95670
7872,30.10.20,Karnataka,816809,752310
7873,30.10.20,Kerala,418484,326595
7874,30.10.20,Ladakh,6139,5512
7875,30.10.20,Madhya Pradesh,169999,160310
7876,30.10.20,Maharashtra,1666668,1538519
7877,30.10.20,Manipur,18051,13743
7878,30.10.20,Meghalaya,9303,7977
7879,30.10.20,Mizoram,2694,2259
7880,30.10.20,Nagaland,8894,7131
7881,30.10.20,Odisha,287099,273335
7882,30.10.20,Puducherry,34761,31041
7883,30.10.20,Punjab,132727,128461
7884,30.10.20,Rajasthan,193419,177865
7885,30.10.20,Sikkim,3893,3625
7886,30.10.20,Tamil Nadu,719403,694517
7887,30.10.20,Telengana,237187,218731
7888,30.10.20,Tripura,30663,29083
7889,30.10.20,Uttarakhand,61566,58021
7890,30.10.20,Uttar Pradesh,477895,453037
7891,30.10.20,West Bengal,365692,328598
7892,31.10.20,Andaman and Nicobar Islands,4317,4135
7893,31.10.20,Andhra Pradesh,820565,795051
7894,31.10.20,Arunachal Pradesh,14752,12814
7895,31.10.20,Assam,206015,195594
7896,31.10.20,Bihar,215327,207430
7897,31.10.20,Chandigarh,14351,13694
7898,31.10.20,Chhattisgarh,185306,162956
7899,31.10.20,Dadra and Nagar Haveli and Daman and Diu,3248,3199
7900,31.10.20,Delhi,381644,349281
7901,31.10.20,Goa,43416,41011
7902,31.10.20,Gujarat,171847,158679
7903,31.10.20,Haryana,165467,153616
7904,31.10.20,Himachal Pradesh,21798,18907
7905,31.10.20,Jammu and Kashmir,94330,87495
7906,31.10.20,Jharkhand,101287,96091
7907,31.10.20,Karnataka,820398,760880
7908,31.10.20,Kerala,425122,334451
7909,31.10.20,Ladakh,6194,5567
7910,31.10.20,Madhya Pradesh,170690,161396
7911,31.10.20,Maharashtra,1672858,1546887
7912,31.10.20,Manipur,18272,13969
7913,31.10.20,Meghalaya,9382,8212
7914,31.10.20,Mizoram,2722,2285
7915,31.10.20,Nagaland,8945,7347
7916,31.10.20,Odisha,288646,275146
7917,31.10.20,Puducherry,34908,31169
7918,31.10.20,Punjab,133158,129057
7919,31.10.20,Rajasthan,195213,179962
7920,31.10.20,Sikkim,3913,3659
7921,31.10.20,Tamil Nadu,722011,698479
7922,31.10.20,Telengana,238632,220223
7923,31.10.20,Tripura,30717,29224
7924,31.10.20,Uttarakhand,61915,58281
7925,31.10.20,Uttar Pradesh,480082,455651
7926,31.10.20,West Bengal,369671,332672
7927,1.11.20,Andaman and Nicobar Islands,4332,4159
7928,1.11.20,Andhra Pradesh,823348,798773
7929,1.11.20,Arunachal Pradesh,14852,12996
7930,1.11.20,Assam,206351,196984
7931,1.11.20,Bihar,216086,208570
7932,1.11.20,Chandigarh,14418,13777
7933,1.11.20,Chhattisgarh,187270,165180
7934,1.11.20,Dadra and Nagar Haveli and Daman and Diu,3251,3212
7935,1.11.20,Delhi,386706,353987
7936,1.11.20,Goa,43626,41282
7937,1.11.20,Gujarat,172782,159698
7938,1.11.20,Haryana,167210,155019
7939,1.11.20,Himachal Pradesh,22059,19179
7940,1.11.20,Jammu and Kashmir,94785,88366
7941,1.11.20,Jharkhand,101761,96459
7942,1.11.20,Karnataka,823412,768376
7943,1.11.20,Kerala,433105,341808
7944,1.11.20,Ladakh,6270,5614
7945,1.11.20,Madhya Pradesh,171359,162430
7946,1.11.20,Maharashtra,1678406,1554264
7947,1.11.20,Manipur,18502,15030
7948,1.11.20,Meghalaya,9452,8433
7949,1.11.20,Mizoram,2753,2292
7950,1.11.20,Nagaland,9047,7493
7951,1.11.20,Odisha,290116,277069
7952,1.11.20,Puducherry,35013,31316
7953,1.11.20,Punjab,133658,129401
7954,1.11.20,Rajasthan,196993,181891
7955,1.11.20,Sikkim,3940,3689
7956,1.11.20,Tamil Nadu,724522,702358
7957,1.11.20,Telengana,240048,221807
7958,1.11.20,Tripura,30794,29394
7959,1.11.20,Uttarakhand,62328,58445
7960,1.11.20,Uttar Pradesh,481863,458095
7961,1.11.20,West Bengal,373664,336778
7962,2.11.20,Andaman and Nicobar Islands,4340,4172
7963,2.11.20,Andhra Pradesh,825966,802298
7964,2.11.20,Arunachal Pradesh,14881,13110
7965,2.11.20,Assam,206517,197715
7966,2.11.20,Bihar,216707,209741
7967,2.11.20,Chandigarh,14476,13858
7968,2.11.20,Chhattisgarh,188813,166687
7969,2.11.20,Dadra and Nagar Haveli and Daman and Diu,3255,3221
7970,2.11.20,Delhi,392370,358197
7971,2.11.20,Goa,43768,41524
7972,2.11.20,Gujarat,173642,160831
7973,2.11.20,Haryana,168880,156246
7974,2.11.20,Himachal Pradesh,22264,19291
7975,2.11.20,Jammu and Kashmir,95325,88999
7976,2.11.20,Jharkhand,102087,96858
7977,2.11.20,Karnataka,827064,776453
7978,2.11.20,Kerala,440130,350347
7979,2.11.20,Ladakh,6287,5704
7980,2.11.20,Madhya Pradesh,172082,163544
7981,2.11.20,Maharashtra,1683775,1558103
7982,2.11.20,Manipur,18750,15236
7983,2.11.20,Meghalaya,9607,8552
7984,2.11.20,Mizoram,2757,2324
7985,2.11.20,Nagaland,9075,7574
7986,2.11.20,Odisha,291825,278895
7987,2.11.20,Puducherry,35109,31940
7988,2.11.20,Punjab,133975,129780
7989,2.11.20,Rajasthan,198747,183492
7990,2.11.20,Sikkim,3958,3724
